Yil,Soru_ID,Ana_Konu,Alt_Konu,Zorluk,Soru_Metni,Secenek_A,Secenek_B,Secenek_C,Secenek_D,Dogru_Cevap
2022,14,Dil Bilgisi,Anlatım Bozukluğu,3,"I. Misafirler gittikten sonra babası bulaşıkları, annesi de evi süpürdü. 
II. İlk gençlik yıllarında okunan kitaplar unutulmaz bu yüzden hep saklarız. 
III. Önümüze çıkan bütün engelleri aşarak bugünlere gelindi. 
IV. Spora gidecek çocuklar için biraz zeytin, peynir biraz da yumurta haşladım. 
Numaralanmış cümlelerin hangilerinde aynı tür anlatım bozukluğu vardır?",A) I ve II,B) I ve IV,C) II ve III,D) III ve IV,B
2022,15,Sözel Mantık,Mantıksal Akıl Yürütme,3,"Dört kişilik bir arkadaş grubu (Gizem, Ozan, Emrah, Selda) tabloda verilen roman ve şiir kitaplarını belli bir sırayla dönüşümlü olarak okumuştur... Kişilerin yaptıkları aylık kitap okuma etkinlik çizelgesinin ilk iki ayı tabloda verilmiştir. Bu bilgilere göre, aşağıdakilerin hangisinde kişinin üçüncü ayda okuduğu kitap doğru verilmiştir?",A) Emrah - 'Küçük Ağa' romanı,B) Gizem - 'Otuz Beş Yaş' şiir kitabı,C) Selda - 'Sevgilerde' şiir kitabı,D) Ozan - 'Çalıkuşu' romanı,C
2022,16,Grafik Yorumlama,Veri Analizi,3,"Aşağıdaki tabloda Ege ve Marmara bölgelerimizde yer alan bazı illerimizdeki 'İyi Tarım Uygulamaları' ile ilgili veriler bulunmaktadır (Tablo: İller, Üretici Sayısı, Üretim Alanı, Ürün Miktarı). Bu tablodan, I. Marmara Bölgesi'nde, Ege Bölgesi'ne göre üretici başına düşen üretim alanı daha büyüktür. II. Marmara Bölgesi'ndeki illerde üretim alanı ne kadar büyükse ürün miktarı o kadar fazladır. III.  Ege Bölgesi'nde dönüm başına düşen ürün miktarı, Marmara Bölgesi'nden daha fazladır. yargılarından hangileri çıkarılabilir?",A) Yalnız I,B) Yalnız II,C) I ve III,D) II ve III,C
2022,17,Yazım Kuralları,Yazım Yanlışları,2,Aşağıdaki cümlelerin hangisinde yazım yanlışı vardır?,A) Balkonumuz bir uçtan bir uca hurdalarla dolu olduğu için öyle oturulabilir bir yerde değil.,B) Türkiye'de çevrenin korunması amacıyla 11 Ağustos 1983 tarihinde Çevre Kanunu yürürlüğe girmiştir.,"C) Yörede namı bilinen Çelikli Pehlivan, altmış beş yaşında olmasına rağmen çok dinç görünüyordu.","D) Radyodaki ses mi beni etkiledi bilmiyorum, belki de batmakta olan akşam güneşi...",A
2022,18,Dil Bilgisi,Fiil Çatısı,3,"'Ahmet yorgun olduğu için bugün erkenden uyudu.' cümlesinde 'uyudu' fiilini gerçekleştiren özne (Ahmet) bellidir. Bu yüzden fiil, öznesine göre etken; nesne almayan bir fiil olduğu için de nesnesine göre geçişsiz çatılıdır.  Buna göre aşağıdakilerin hangisinde etken, geçişsiz bir fiil vardır?",A) Kimi insanlar sadece davranışlarıyla kimi insanlar da konuşmalarıyla değerlendirilir.,"B) Kar taneleri ne güzel anlatıyor, birbirlerine zarar vermeden yol almanın mümkün olduğunu.","C) Mutlu olmayı yarına bırakmak, karşıya geçmek için nehrin durmasını beklemeye benzetilir.",D) En yükseğe erişmek için en aşağıdan başlayın.,D
2022,19,Dil Bilgisi,Yer Tamlayıcısı,3,"Bilgi: Yer tamlayıcısı cümlede yönelme (yaklaşma), bulunma (kalma), uzaklaşma (ayrılma) bildirerek yüklemi tamamlar. (I) Tropikal kuşaktaki okyanuslarda yılda ortalama 80 tropik fırtına meydana gelir. (II) Koşullara göre, bu şiddetli fırtınalar kasırgalara dönüşebilir. (III) Kasırgaların hızı saatte 119 km'yi aşabilir. (IV) Bu nedenle, Afrika'nın batı kıyılarında oluşan tropik bir fırtına Kuzey Amerika'nın doğu kıyılarına ulaşabilir.  Bu parçadaki numaralanmış cümlelerin hangisinde yer tamlayıcısı yoktur?",A) I,B) II,C) III,D) IV,C
2022,20,Yazım Kuralları,Noktalama İşaretleri,3,Akşamüstü şehir her zamankinden gürültülüydü () araç kornaları () seyyar satıcı bağırışları sarmıştı şehri () Gençler meydanda hep bir ağızdan bağırıyorlar () Uğurlar ola () Bu metinde yay ayraçla boş bırakılan yerlere sırasıyla aşağıdaki noktalama işaretlerinden hangisi getirilmelidir?,"A) (;) (,) (...) ("") ("")","B) (;) (,) (.) (:) (!)","C) (:) (;) (...) ("") ("")",D) (:) (;) (.) (:) (!),B
2023,1,Paragrafta Anlam,Ana Düşünce,3,"Ressamın “Pamuk Tarlası ve Kargalar” adlı tablosunu getirin gözlerinizin önüne. Pamuğu simgeleyen “beyaz” ve kargaları simgeleyen “kara”, ressamın (I) - - - - yansıması sayılmaz mı? Kara ile beyaz arasındaki (II) - - - - sanatçının oluşturduğu gerilimin bir anlatımıdır. Ne kargadır anlatılmak istenen ne de pamuk tarlası. Sanatçının amacı (III) - - - -. Böylece ressam, yaşadığı karmaşayı resimlerine yansıtmıştır.
Bu parçada numaralanmış boşluklara düşüncenin akışına göre, aşağıdakilerden hangisi getirilmelidir?",A) iç dünyasının / karşıtlık / iç çelişkilerine vurgu yapmaktır,B) amaçlarının / uyumluluk / insanları etkisi altına almaktır,C) duygu durumunun / zıtlık / toplumu aydınlatmaktır,D) vicdanının / etkileyicilik / sembollerle hayatı anlatmaktır,A
2023,2,Sözcükte Anlam,Anlamı Belirsiz Sözcükler,3,"İlk romanını yayımladığında elli dört yaşında olan yazar, oldukça rağbet gören (beğenilen) bu eserinden sonra neredeyse her yıl bir kitap yayımlayarak Türk edebiyatının köşe taşlarından (çok önemli) biri olmayı başardı. Yazar, titizlik gösterilerek (ayrıntılı olarak) ve sağlığındaki eski baskıları göz önünde bulundurularak (dikkate alınarak) hazırlanan üç muhteşem romanıyla yeniden bizlerle.
Bu parçada numaralanmış sözlerden hangisinin anlamı yay ayraç içinde verilen açıklamayla uyuşmamaktadır?",A) I,B) II,C) III,D) IV,C
2023,3,Paragrafta Anlam,Ana Düşünce,3,"Aslında hepimiz aynı şeyi yapıyoruz. Bizden önceki kuşakların açtıkları edebî damarları genişletiyoruz. Türk edebiyatının bizden önceki kuşaklarının tüm belirgin özellikleri bende ve benim kuşağımdaki diğer yazarlarda var. Biz de bunu kendi üslubumuzla harmanlayarak bizden sonrakilere devrediyoruz.
Altı çizili cümlenin bu metne kattığı anlam aşağıdakilerden hangisidir?",A) Edebî mirasımızı sonraki kuşağa devretme konusunda köprü vazifesi görüyoruz.,B) Edebî mirasımızın gizli kalmış değerlerini gün yüzüne çıkarma görevini üstleniyoruz.,C) Edebî mirasımızın aslına sadık kalıp onu korumaya devam ediyoruz.,D) Edebî mirasımıza sahip çıkıp ona yeni bir yorum katıyoruz.,D
2023,4,Paragrafta Anlam,Ana Düşünce,3,"Yazmaya başladığımda yetişkinleri hedeflemiştim. Geriye dönüp baktığımda ise eserlerimin çocuklarla ilgili olduğunu görüyorum. Sanki çocuklar, oyun oynarken şöyle dedi: “Kutu kutu pense / Elmamı yerse / Feridun Amca / Aramıza gelse.” İşte o günden beri çocukların arasından çıkamadım. Bu durumdan çok mutluyum.
Bu parçadaki altı çizili ifadeyle aşağıdakilerden hangisine gönderme yapılmıştır?",A) Başlangıçtaki hedefine ulaşmış olmasına,B) Çocukların arasında vakit geçiriyor olmasına,C) Kitaplarının çocuklara yönelik olmasına,D) Çocukların isteklerini gerçekleştirmiş olmasına,C
2023,5,Paragrafta Anlam,Ana Düşünce,3,"Kelimeler tıpkı gözlükler gibi, netleştiremedikleri her şeyi daha da bulanıklaştırır.
Bu cümleyle anlatılmak istenen aşağıdakilerden hangisidir?",A) Kelimeleri anlamına uygun kullanmak bilgi gerektirir.,B) Anlatılmak isteneni açıkça ifade edemeyen kelimeler anlamayı zorlaştırır.,"C) Birden fazla anlamı olan kelimeler, anlatımı sadelikten uzaklaştırır.","D) Kelimeler, gücünü herkes tarafından kolayca anlaşılmasından alır.",B
2023,6,Sözel Mantık,Çıkarım Yapma,3,"Türkiye’nin sayılı şairlerinden olan sanatçının “Kırık Tar Sesi” adlı şiirini diğer şiirleri kadar başarılı bulamadım.
Bu cümleye göre,
I. Sanatçı önemli bir şairdir.
II. Sanatçının diğer şiirleri başarılıdır.
III. Sanatçının “Kırık Tar Sesi” adlı şiiri başarısızdır.
yargılarından hangilerine ulaşılabilir?",A) Yalnız I,B) Yalnız III,C) I ve II,D) II ve III,C
2023,7,Paragrafta Anlam,Ana Düşünce,3,"“Çocuklar İçin Şiir” başlığı altında yayımlanan kimi kitaplarda ne yazık ki “çocuk şiiri” niteliği taşımayan ürünlerle karşılaşıyoruz. Yapmacık uyak yığınlarına eklenecek bir tutam iç ses uyumu, iki gram da imge... İşte size harika (!) bir çocuk şiiri. Ne var ki çocuklar o şiirleri hiç okumuyor, iyi de ediyorlar! Çocuk, kendisi için yazılan bir şiiri okurken kendinin yazdığını sanmalıdır. Bunu sağlamak da özel bir duyarlılığın işidir.
Bu metinde anlatılmak istenen aşağıdakilerden hangisidir?","A) Çocukların yazdığı şiirler, yetişkinlerin yazdığı çocuk şiirlerinden daha fazla ilgi görmektedir.",B) Çocuklara yönelik şiir yazanlar onların dünyalarından ilham almalıdır.,C) Çocuk şiirlerinin başarılı olabilmesi için temasının çocukluk olması gerekmektedir.,"D) Çocuklar için şiir yazarken şair, kendi çocukluğundan beslenmelidir.",B
2023,8,Paragrafta Anlam,Ana Düşünce,3,"Öykücü olmak ne demektir? Tanımlaması güç bir durum. Hele anlatı türlerinin birbirlerinin alanlarına nüfuz ettikleri, birbirlerinin tanımlarını ödünç aldıkları veya tanımlarına el koydukları günümüz edebiyatında. Şiir ile öykü, öykü ile roman, roman ile deneme elbette genel hatlarıyla birbirinden ayrılabilir ama öyle metinler var ki bütün bu anlatı türleri bir arada örülmüş. Öylesi metinler ki bunlar, öykünün bittiği yerde roman başlar gibi olurken araya sanki şiir giriyor, tam biterken yeniden öykü boy gösteriyor. Bu nedenle metinlerin bir karşılığını aramak bana doğru gelmiyor.
Bu metinde yazarın asıl eleştirdiği durum aşağıdakilerden hangisidir?",A) Türleri keskin çizgilerle ayırma çabası,B) Öykünün her türün içinde erimesi,C) Tür özelliklerinin anlaşılmasının güçlüğü,D) Türü tanımlamada metin yapılarının esas alınması,A
2023,9,Paragrafta Anlam,Ana Düşünce,3,"Hiçbir kitabımda ön söz yoktur. Bu konuda görüşüm nettir. İçtenlik bulamam büyük büyük iddialar içeren ön sözlerde. Yararı olmaz demiyorum ön sözlerin. Bizi kitaba yaklaştıran, bildiklerimize yeni bilgiler ekleyen yönleri vardır. Bunların yanında okuyucuya âdeta tepeden bakan, okuyucunun kitaba ilişkin oluşacak beğenilerini daha işin başında kendi yargılarıyla kuşatan itici bir yanı da vardır ön sözlerin.
Bu metne göre, aşağıdakilerden hangisi yazarın “ön sözler” ile ilgili görüşlerinden biri değildir?",A) Okuru küçük gören bir nitelik taşımaktadır.,B) Okurun esere olan bakışını etkilemektedir.,C) Samimiyetten uzak bir yapısı bulunmaktadır.,D) Eserdeki içeriğin anlaşılmasını zorlaştırmaktadır.,D
2023,10,Paragrafta Anlam,Ana Düşünce,3,"Müzik; milletleri meydana getiren, şekillendiren ve büyük medeniyetlere dönüştüren bir kültür ögesidir. İnsanların çeşitli duygularının ifadesi olan müzik, üretildiği coğrafyanın tüm kültürel unsurlarını diğer sanatlardan farklı olarak herkesin anlayacağı bir sadelikte ve en çarpıcı hâliyle yansıtır.
Bu metinde aşağıdaki düşünceyi geliştirme yollarından hangileri kullanılmıştır?",A) Karşılaştırma - örneklendirme,B) Benzetme - tanımlama,C) Karşılaştırma - tanımlama,D) Benzetme - örneklendirme,C
2023,11,Paragrafta Anlam,Ana Düşünce,3,"Sabaha kadar yürürdük. Birkaç nöbetçi kulübesi vardı, bir ona bir öbürüne uğrardık. Bir uçtan öbür uca gecenin zifirî karanlığında devriye gezer, turlardık. Ben gökyüzünü bu kadar yalın, bu kadar açık ve tabii ki milyonlarca yıldızla birlikte ilk kez kendi köyümde görmüştüm, bir de bu kasabada. Yazını da kışını da görmüştüm buranın, aynıydı. Geceleri tarif edilemez bir soğuktu yaşadığımız, gündüzleri sıcak. Çöl böyle bir şey olmalıydı.
Bu metinle ilgili aşağıdakilerden hangisi söylenemez?",A) Olaya dayalı anlatım yapılmıştır.,B) Hayalî unsurlara yer verilmiştir.,C) Gözlemden yararlanılmıştır.,D) Bir saptamada bulunulmuştur.,B
2023,12,Paragrafta Anlam,Anlam Bütünlüğü,3,"(I) Nesiller boyunca bizden “Çok gezen mi bilir, çok okuyan mı?” ikilemini çözmemiz beklendi. (II) Atalarımız, durağan bir hayat yaşamayıp hayatları boyunca çok okuyup çok gezmeyi bir arada sürdürmüş. (III) Pek çok bilgiye, âlime, kitaba uzun ve zahmetli bu yolculukları göze alarak ulaşmışlar. (IV) Hem çok okuyup hem de çokça gezerek medeniyetlerini inşa etmişler.
Bu parçada numaralanmış cümlelerin hangisinden sonra “Bir yerde akmadan bekleyen suyu değil akıp giden suyu tercih eden atalarımız, ilim için şehirden şehre, medreseden medreseye yolculuk etmiş.” cümlesi getirilirse metnin anlam bütünlüğü bozulmaz?",A) I,B) II,C) III,D) IV,B
2023,13,Paragrafta Anlam,Ana Düşünce,3,"Çoğu insanın her sabah uyandığında kendine gelmek için yaptığı rutin davranışlar olur. Sanırım bende de alışkanlığa dönüşmeye aday bir rutin başladı. Yüz yıkamak, kahve içmek, gerinmek, banyo yapmak gibi rutinlerden değil bahsettiğim. - - - -
Bu parça aşağıdakilerin hangisiyle devam ettirilirse öyküleyici bir metne dönüşür?","A) Alışılmadık, sıra dışı sözcükleriyle aklıma takılan tekerlemeler... Sahi neden insanlar tekerleme söyleme ihtiyacı duyar ki? Hem de benim sabah uyanır uyanmaz yaptığım ilk işin tekerleme söylemek olduğunu duysalar beni yadırgarlar mı? Bilemem ama tekerlemelerin dil becerilerini ve zihinsel yetkinlikleri geliştirdiği bir gerçek.","B) Hani şu tekerlemeler vardır ya... Kimini hiç söyleyemediğimiz kimini ise muzaffer bir komutan edasıyla bir çırpıda söyleyiverdiğimiz tekerlemeler. Hani her gece biri akla takılan, sabahında hatasız söylenmeye çalışılanlar.","C) Tekerleme söylemek. Evet evet, yanlış duymadınız. Hem de hatasız bir şekilde söylemeden yatağımdan çıkmamak gibi kuralları olan garip, yorucu ve bir o kadar da heyecan verici bir durum. Alışkanlığa dönüşmesini engellemek elimde mi değil mi bilmiyorum ama bir yerlerde sonlandırmak gerek böyle davranışları.","D) Aklımda kalmış tekerlemelerden birini doğru söylemeden yatağımdan kalkamıyorum artık. Yine bir gün uyanır uyanmaz başladım birini söylemeye. “Şu duvarı badanalamalı mı, badanalamamalı mı?” derken sesimi yükseltmiş olmalıyım ki babam kaşlarını çatmış bir şekilde odaya girdi.",D
2023,14,Sözel Mantık,Mantıksal Çıkarım,3,"Bir tatil köyünde su topu turnuvası düzenlenir ve bu turnuvaya 4 takım katılır. Bu turnuvada her takım diğer takımlarla birer maç yapmıştır. Aşağıdaki tabloda takımların kazandığı, berabere kaldığı ve kaybettiği maç sayısı gösterilmiştir:
Takımlar: Somonlar (Kazandığı: 0, Berabere: 2), Ahtapotlar (Kazandığı: 2, Berabere: 1, Kaybettiği: 0), Balinalar (Kazandığı: 0, Berabere: 2), Yunuslar (Kazandığı: -, Berabere: 2)
Bu bilgilere göre, aşağıdakilerden hangisi yanlıştır?","A) Somonlar, Ahtapotlar'ı yenmiştir.","B) Balinalar, Yunuslar'la berabere kalmıştır.","C) Balinalar, Somonlar'ı yenmiştir.","D) Yunuslar, Ahtapotlar'la berabere kalmıştır.",A
2023,15,Sözel Mantık,Mantıksal Çıkarım,3,"Bisiklet vites kullanımında dikkat edilmesi gereken önemli noktalardan biri, zincirin doğru konumda olmasıdır. Zincir, ön dişlilerin en küçük dişlisindeyken arka dişlilerin en büyük üç dişlisinden birinde; zincir, ön dişlilerin en küçük dişlisinin bir büyüğündeyken arka dişlilerin en büyük ve en küçük hariç diğer tüm dişlilerinden birinde; zincir, ön dişlilerin en büyük dişlisindeyken arka dişlilerin en küçük dişlisi veya en küçükten bir büyük dişlisinde olmalıdır.
Buna göre, aşağıdaki vites kullanımlarından hangisi bisiklete zarar verir?",A) (İlk vites kombinasyonunun görseli),B) (İkinci vites kombinasyonunun görseli),C) (Üçüncü vites kombinasyonunun görseli),D) (Dördüncü vites kombinasyonunun görseli),B
2023,16,Grafik Yorumlama,Veri Analizi,4,"Bir ülkenin 1971 yılına ait toplam enerji üretiminin kaynaklara göre dağılımı aşağıdaki grafikte gösterilmiştir:
Petrol: %44, Kömür: %26, Doğal gaz: %16, Biyoyakıt: %11, Hidro: %2, Nükleer: %1
1971 yılı ve 2018 yılı karşılaştırıldığında 2018 yılına ait toplam enerji üretiminin kaynaklara göre dağılım grafiğine %4 oranında “diğer kaynaklar” verisi eklenmiştir. Ayrıca yüzde olarak; petrolün oranı azalırken birinci sıradaki yeri sabit kalmıştır. Doğal gazın ve kömürün oranı artmış ancak sıralamadaki yerleri aynı kalmıştır. Hem hidronun hem de nükleerin oranı artmış ve sıralamadaki yeri değişmiştir. Biyoyakıtın oranı azalmış ancak sıralamadaki yeri sabit kalmıştır.
Bu bilgilerden hareketle, söz konusu ülkenin 2018 yılına ait toplam enerji üretiminin kaynaklara göre yüzdelerini veren sütun grafiği aşağıdakilerden hangisi olabilir?","A) Petrol %30, Kömür %27, Doğal gaz %22, Biyoyakıt %9, Nükleer %5, Hidro %4, Diğer kaynaklar %4","B) Petrol %30, Kömür %27, Doğal gaz %22, Biyoyakıt %9, Nükleer %3, Hidro %5, Diğer kaynaklar %4","C) Petrol %28, Kömür %27, Doğal gaz %23, Biyoyakıt %9, Nükleer %6, Hidro %3, Diğer kaynaklar %4","D) Petrol %28, Kömür %27, Doğal gaz %17, Biyoyakıt %10, Nükleer %11, Hidro %3, Diğer kaynaklar %4",B
2023,17,Sözel Mantık,Veri Yorumlama,4,"Dünyada kesme çiçek üretimi yapılan en önemli bölge Avrupa’dır. Hollanda 3,5 milyar dolar ile kesme çiçek üretim gelirinde ilk sırada yer alır. Üretim gelirinde Hollanda’yı hemen ardından takip eden İtalya, kesme çiçek ekili alanlar bakımından Avrupa’da liderdir. Hollanda’nın kesme çiçek ekili alanı 8.241 hektardır. Ekili alan açısından İspanya’nın hemen gerisinde ve son sırada yer alan Fransa, kesme çiçek üretim gelirinde İspanya’dan öndedir.
Bu bilgilere göre, ülkelerin kesme çiçek üretim gelirlerini ve ekili alanlarını gösteren tablo aşağıdakilerden hangisi olabilir?","A) Hollanda: 3,5 milyar $ / 8.241 hektar; İspanya: 1 milyar $ / 6.140 hektar; Fransa: 1,2 milyar $ / 4.464 hektar; İtalya: 2,1 milyar $ / 8.643 hektar","B) Hollanda: 3,5 milyar $ / 8.241 hektar; İspanya: 1,2 milyar $ / 4.550 hektar; Fransa: 1,4 milyar $ / 6.200 hektar; İtalya: 3 milyar $ / 8.740 hektar","C) Hollanda: 3,5 milyar $ / 8.241 hektar; İspanya: 1,3 milyar $ / 7.250 hektar; Fransa: 1,1 milyar $ / 5.300 hektar; İtalya: 2 milyar $ / 8.400 hektar","D) Hollanda: 3,5 milyar $ / 8.241 hektar; İspanya: 1,4 milyar $ / 5.900 hektar; Fransa: 1,5 milyar $ / 5.450 hektar; İtalya: 2,4 milyar $ / 7.500 hektar",A
2023,18,Yazım Kuralları,Yazım Yanlışları,3,"(I) Balıkçı teknesi Güneş doğarken balıkçıları alarak yola çıkmış olmalıydı. (II) Limandaki tekneleri dalgın bakışlarıyla gözden geçirdi fırtına Kağan. (III) Aslında o güne kadar her gün onlarca tekne yolcu etmişti. (IV) Oğluna bir an için de olsa bu havada balığa çıkmasaydınız demediğine pişman olmuştu.
Bu parçadaki numaralanmış cümlelerin hangisinde yazım yanlışı yoktur?",A) I,B) II,C) III,D) IV,D
2023,19,Dil Bilgisi,Noktalama İşaretleri,3,"Mahalle, dünden bugüne şehrin temel birimi olagelmiştir. Şehir, mahalle mahalle kendini inşa etmektedir. Bu bakımdan mahalle, çekirdeği ve tohumu gibidir bir şehrin. Dolayısıyla mahalle, geçmişten beri şehrin vazgeçilmez bir unsuru olmuştur. Bu gerçek, mahallenin her şeye rağmen değiştirilemeyen ve dokunulamayan yapısındandır.
Bu parçadaki numaralanmış yerlerden hangilerinde virgülün(,) kullanım amacı anlam karışıklığını önlemektir?",A) I ve IV,B) II ve V,C) III ve IV,D) III ve V,D
2023,20,Fiilimsiler,"İsim-Fiil, Sıfat-Fiil, Zarf-Fiil",3,"Bilgi:
Fiilimsiler fiil anlamı taşıdıkları hâlde fiiller gibi çekimlenemez. Cümlede isim, sıfat, zarf görevinde bulunur ve isim-fiil, sıfat-fiil, zarf-fiil olmak üzere üç türe ayrılır. Bir rüzgâr esse şimdi gökyüzünden. Mavinin kokusu delip geçse benliğimi. Umut dolu bir rüyaya yolum düşse yemyeşil kırlarda. Keyifli bir düş olsam çayırlara kök salan.
Bu parçadaki altı çizili fiilimsi türleri aşağıdakilerin hangisinde bir arada kullanılmıştır?",A) Dünyanın dört bir yanından sanatçıların bir araya geldiği günde gökyüzünde süzülmüşüm sessizce.,B) Kollarımı savura savura tüm insanlarla birlikte kendimi müziğin ritmine bırakırken eğleniyorum.,C) El ele tutuşarak şarkılar söyleyelim neşe içinde doğmuş güne.,"D) Su gibi akınca zaman, sonbaharı uğurlamanın vaktidir.",C
2024,1,Sözcükte Anlam,Sözcük Anlamı ve Kullanımı,3,"Tamirci, benim arabamı tamir etmeyi bırakıp yeni gelen müşteriyle ilgilendi.

• Bırak, insanlar nasıl düşünüyorsa öyle yaşasın.
• Evindeki tadilat bitene kadar antika eşyalarını komşusuna bıraktı.
• Kalfasının artık işinin ehli olduğuna karar veren usta, elindeki işi ona bıraktı.

'Bırakmak' sözcüğü bu cümlelerde aşağıdaki anlamlarından hangisiyle kullanılmamıştır?",A) Bir işi başka bir zamana ertelemek,"B) Bakılmak, korunmak için vermek",C) Bir iş için birini görevlendirmek,D) Birinin bir şey yapmasına engel olmamak,A
2024,2,Paragrafta Anlam,Ana Düşünce,3,"Aşağıdaki metinlerin hangisinde, yay ayraç içinde verilen deyimle ilişkilendirilebilir bir durum vardır?","A) Trabzon'dan yola çıktım. Gurbet değildi beni asıl yoran, arkamda bıraktıklarımdı. Çok zordu onlardan ayrılmak. Bedenim oradan ayrılıyor fakat yüreğim orada kalıyordu. (ayağına bağ olmak)","B) Yıl 1971, mevsim sonbahar. Sonbaharın sarı yaprakları savrulurken rüzgârla, otobüsümüz terminalden çıktı. Kırşehir'den, Almanya'ya gitmek için ayrıldım. Bir meçhule doğru yol alıyorum şimdi. (elinden bir şey gelmemek)","C) Kütahya'dan yola çıktı aracımız. Zorlu bir yolculuk olacağı şimdiden belli. Yolculukta ne çıkar insanın karşısına bilinmez. Ne çıkarsa çıksın, sonuna kadar gitmek için düştük yollara. (göze almak)","D) Sirkeci Garı'ndayım. Tren gitmek için hevesliymiş gibi heyecanlı ve acı acı çalıyor düdüğünü. İnsanlar toplanmış, gözler yaşlı. Son kucaklaşmalar, son vedalar... Ayrılık acısı düşmüş yüreklere. (burnunda tütmek)",C
2024,3,Paragrafta Anlam,Koşul Anlamı,3,"(I) Doğduğumuz andan itibaren çevremizden duyduğumuz, okuyarak öğrendiğimiz tüm sözcükler bizim servetimizdir. (II) Bu servet, düşüncelerimizin gelişmesini ve hayatımızı nitelikli bir şekilde sürdürmemizi sağladığından en değerli varlığımızdır. (III) Doğru kararlar alabilmek, gerçeğe ulaşma yolunda sorulacak sorulara işe yarar cevaplar verebilmek için bu birikime ihtiyaç vardır. (IV) Yani ne kadar sözcüğünüz varsa o kadar geniş düşünür ve özgürleşirsiniz.

Bu parçadaki numaralanmış cümlelerin hangisinde koşul anlamı vardır?",A) I,B) II,C) III,D) IV,D
2024,4,Dil Bilgisi,Anlatım Bozukluğu,3,Aşağıdaki cümlelerin hangisinde anlatım bozukluğu yoktur?,A) Sözlerini ya duymazdan geleceksin ya da gülüp geçeceksin.,"B) O kadar çok emek harcadım bu taşlı tarlaya, yine de verim alamadım.","C) Azimli insanların umutları asla tükenmez, daima artar.",D) Her sabah deniz kenarına iner ve birkaç saat yürüyüş yapardım.,C
2024,5,Paragrafta Anlam,Metinler Arası İlişki Kurma,3,"I. Döngüsel ekonomi modeli, kullanılmış malzemelerin dönüştürülmesini içeriyor.
II. Döngüsel ekonomi modeli Anadolu topraklarında yüzyıllardır bir yaşam kültürü olarak uygulanıyor.
III. Birleşmiş Milletler, döngüsel ekonomi modelini kalkınma planına dâhil etmiştir.

Bu cümlelerin anlamca doğru bir biçimde birleştirilmiş hâli aşağıdakilerden hangisidir?","A) Birleşmiş Milletlerin, kalkınma planına dâhil ettiği, kullanılmış malzemelerin dönüştürülmesini içeren döngüsel ekonomi modeli, Anadolu topraklarında yüzyıllardır bir yaşam kültürü olarak uygulanıyor.","B) Anadolu topraklarında yüzyıllardır kullanılmış malzemelerin dönüştürülmesini bir yaşam kültürü olarak içeren döngüsel ekonomi modelini, Birleşmiş Milletler, kalkınma planına dâhil etmiştir.","C) Birleşmiş Milletlerin, kalkınma planına dâhil ettiği, Anadolu topraklarında kullanılmış malzemelerin dönüştürülmesini içeren döngüsel ekonomi modeli, yüzyıllardır bir yaşam kültürü olarak uygulanıyor.","D) Anadolu topraklarında yüzyıllardır bir yaşam kültürü olarak uygulandığından Birleşmiş Milletlerin kalkınma planına dâhil edilen döngüsel ekonomi modeli, kullanılmış malzemelerin dönüştürülmesini içeriyor.",A
2024,6,Paragrafta Anlam,Ana Düşünce,3,"Zaman, içinde birçok fırsatın bulunduğu şey; fırsat ise içinde çok fazla zamanın bulunmadığı şeydir.

Aşağıdakilerden hangisi bu cümleye anlamca en yakındır?","A) İnsanlar, büyük fırsatlar beklerken yanlarından gelip geçen küçük fırsatları kaçırır.",B) Fırsat teknesi size gelmiyorsa siz ona doğru yüzün.,C) Eline geçen fırsatları değerlendirebilenler yeni fırsatlar yakalar.,"D) Fırsat, kapınıza geldiğinde kapıyı iki kez çalar zannetmeyin.",D
2024,7,Sözel Mantık,Anlam İlişkileri,3,"Bugün geldiğimiz noktada biz sosyal medyayı değil, sosyal medya bizi kullanıyor; böylece kendi hayatına bir başkası kadar yabancı olan '...mış gibi yapanlar topluluğu' haline dönüştük.

Bu cümledeki altı çizili sözle anlatılmak istenene aşağıdaki sosyal medya davranışlarından hangisi örnek olamaz?","A) Kişinin kendi aldığı çiçeklerin, ona hediye olarak geldiğini gösteren fotoğraflar paylaşması","B) Kedileri sevmeyen birinin, kedileri severken çektirdiği fotoğraflarını paylaşması","C) Mutsuz bir ruh hâlindeki kişinin, yaptığı bir etkinlikten keyif aldığında bununla ilgili video paylaşması","D) Özünde bencil olan birinin, yardımlaşmayla ilgili sürekli özlü sözler paylaşması",C
